Content,Dates,Bold,Italic,Short,AllCaps,Quoted,Year
 Hamilton,07/31,0,0,0,0,0,2016
 Lin-Manuel Miranda,07/31,0,0,0,0,0,2016
 Jeremy McCarter,07/31,0,0,0,0,0,2016
 MR. ROBOT,08/03,0,0,0,1,0,2016
 WHAT’S UP,08/03,0,0,0,1,0,2016
 DOC?,08/03,0,0,0,1,0,2016
 THE PARALLAX VIEW,08/04,0,0,0,1,0,2016
 20/20,08/05,0,0,0,0,0,2016
 OPENING CEREMONY 2016 OLYMPIC GAMES,08/05,0,0,0,1,0,2016
 2016 OLYMPIC GAMES,08/06,0,0,0,1,0,2016
 2016 OLYMPIC GAMES,08/07,0,0,0,1,0,2016
 1983 JAPANESE DOCUMENTARY ON STEVEN SPIELBERG,08/07,0,0,0,1,0,2016
 2016 OLYMPIC GAMES,08/08,0,0,0,1,0,2016
 2016 OLYMPIC GAMES,08/09,0,0,0,1,0,2016
 2016 OLYMPIC GAMES,08/10,0,0,0,1,0,2016
 2016 OLYMPIC GAMES,08/11,0,0,0,1,0,2016
 TRIUMPH SUMMER ELECTION SPECIAL,08/12,0,0,0,1,0,2016
 2016 OLYMPIC GAMES,08/12,0,0,0,1,0,2016
 2016 OLYMPIC GAMES,08/13,0,0,0,1,0,2016
 The Art of Fielding,08/14,0,0,0,0,0,2016
 Chad Harbach,08/14,0,0,0,0,0,2016
 2016 OLYMPIC GAMES,08/14,0,0,0,1,0,2016
 2016 OLYMPIC GAMES,08/15,0,0,0,1,0,2016
 2016 OLYMPIC GAMES,08/16,0,0,0,1,0,2016
 2016 OLYMPIC GAMES,08/17,0,0,0,1,0,2016
 2016 OLYMPIC GAMES,08/18,0,0,0,1,0,2016
 2016 OLYMPIC GAMES,08/19,0,0,0,1,0,2016
 THE DISCOVERY,08/19,0,0,0,1,0,2016
 2016 OLYMPIC GAMES,08/20,0,0,0,1,0,2016
 MONEY MONSTER,08/20,0,0,0,1,0,2016
 THE BRONZE,08/23,0,0,0,1,0,2016
 Begin principal photography on LOGAN LUCKY,08/24,0,0,0,0,0,2016
 HOLY HELL,09/02,0,0,0,1,0,2016
 DOWNHILL RACER,09/02,0,0,0,1,0,2016
 A BIGGER SPLASH,09/03,0,0,0,1,0,2016
 THE COMEDY CENTRAL ROAST OF ROB LOWE,09/05,0,0,0,1,0,2016
 MINDHUNTER (2),09/09,0,0,0,1,0,2016
 The Pigeon Tunnel,09/10,0,0,0,0,0,2016
 John LeCarre,09/10,0,0,0,0,0,2016
 THE 68TH ANNUAL EMMY AWARDS,09/19,0,0,0,1,0,2016
 DATELINE,09/23,0,0,0,1,0,2016
 WAKOLDA: THE GERMAN DOCTOR,09/24,0,0,0,1,0,2016
 MATANGO,10/01,0,0,0,1,0,2016
 FLEABAG,10/01,0,0,0,1,0,2016
 WESTWORLD,10/02,0,0,0,1,0,2016
 DATELINE EXTRA,10/08,0,0,0,1,0,2016
 LOGAN LUCKY,10/12,0,0,0,1,0,2016
 Heroes of the Frontier,10/14,0,0,0,0,0,2016
 Dave Eggers,10/14,0,0,0,0,0,2016
 FLEABAG,10/14,0,0,0,1,0,2016
 LOGAN LUCKY,10/17,0,0,0,1,0,2016
 FLEABAG (2),10/17,0,0,0,1,0,2016
 The Sellout,10/18,0,0,0,0,0,2016
 Paul Beatty,10/18,0,0,0,0,0,2016
 Crunch Time,10/18,0,0,0,0,0,2016
 Rick Peterson and Judd Hoekstra,10/18,0,0,0,0,0,2016
 MOONLIGHT,10/20,0,0,0,1,0,2016
 BLACK MIRROR (3),10/21,0,0,0,1,0,2016
 BLACK MIRROR (2),10/22,0,0,0,1,0,2016
 “The Encounter”,10/23,0,0,0,0,1,2016
 Simon McBurney,10/23,0,0,0,0,0,2016
 BLACK MIRROR,10/23,0,0,0,1,0,2016
 LOGAN LUCKY,10/23,0,0,0,1,0,2016
 A Gambler’s Anatomy,10/25,0,0,0,0,0,2016
 Jonathan Lethem,10/25,0,0,0,0,0,2016
 FLEABAG (2),10/27,0,0,0,1,0,2016
 MR. ROBOT,10/28,0,0,0,1,0,2016
 TRACEY ULLMAN’S SHOW,10/28,0,0,0,1,0,2016
 LOGAN LUCKY,10/28,0,0,0,1,0,2016
 Sapiens: A Brief History of Humankind,10/29,0,0,0,0,0,2016
 Yuval Noah Harari,10/29,0,0,0,0,0,2016
 “Plenty”,10/30,0,0,0,0,1,2016
 David Hare,10/30,0,0,0,0,0,2016
 ALIEN,10/31,0,0,0,1,0,2016
 MR. ROBOT,11/03,0,0,0,1,0,2016
 TRACEY ULLMAN’S SHOW,11/05,0,0,0,1,0,2016
 TICKLED,11/05,0,0,0,1,0,2016
 Butcher’s Crossing,11/08,0,0,0,0,0,2016
 John Williams,11/08,0,0,0,0,0,2016
 HITCHCOCK/TRUFFAUT,11/09,0,0,0,1,0,2016
 LOGAN LUCKY,11/11,0,0,0,1,0,2016
 TRACEY ULLMAN’S SHOW,11/12,0,0,0,1,0,2016
 THE LION IN YOUR LIVING ROOM,11/12,0,0,0,1,0,2016
 MINDHUNTER (2),11/13,0,0,0,1,0,2016
 LOGAN LUCKY,11/13,0,0,0,1,0,2016
 GOLD,11/14,0,0,0,1,0,2016
 MINDHUNTER (2),11/15,0,0,0,1,0,2016
 PRESUMED INNOCENT,11/17,0,0,0,1,0,2016
 EQUITY,11/18,0,0,0,1,0,2016
 DATELINE,11/18,0,0,0,1,0,2016
 TRANSPARENT(2),11/19,0,0,0,1,0,2016
 48 HRS. LIVED TO TELL,11/19,0,0,0,1,0,2016
 MR. ROBOT,11/19,0,0,0,1,0,2016
 KOVALEV VS. WARD,11/19,0,0,0,1,0,2016
 BODY HEAT,11/20,0,0,0,1,0,2016
 SOUR GRAPES (’16),11/21,0,0,0,1,0,2016
 MANCHESTER BY THE SEA,11/22,0,0,0,1,0,2016
 TRANSPARENT,11/23,0,0,0,1,0,2016
 SWEET SMELL OF SUCCESS,11/23,0,0,0,1,0,2016
 Homo Deus: A Brief History of Tomorrow,11/24,0,0,0,0,0,2016
 Yuval Noah Harari,11/24,0,0,0,0,0,2016
 AGATHA,11/24,0,0,0,1,0,2016
 American Heiress,11/25,0,0,0,0,0,2016
 Jeffrey Toobin,11/25,0,0,0,0,0,2016
 TRANSPARENT,11/25,0,0,0,1,0,2016
 THE HUNT FOR RED OCTOBER,11/25,0,0,0,1,0,2016
 TRACEY ULLMAN’S SHOW,11/26,0,0,0,1,0,2016
 MR. ROBOT,11/26,0,0,0,1,0,2016
 MAGNUS,12/02,0,0,0,1,0,2016
 20/20,12/02,0,0,0,0,0,2016
 DATELINE,12/02,0,0,0,1,0,2016
 TRANSPARENT (2),12/03,0,0,0,1,0,2016
 MALICE,12/03,0,0,0,1,0,2016
 48 HRS,12/03,0,0,0,1,0,2016
 PARTICLE FEVER,12/04,0,0,0,1,0,2016
 LOGAN LUCKY (2),12/05,0,0,0,1,0,2016
 TRANSPARENT (3),12/05,0,0,0,1,0,2016
 TRACEY ULLMAN’S SHOW,12/05,0,0,0,1,0,2016
 LOGAN LUCKY,12/06,0,0,0,1,0,2016
 Dear Mr. M,12/07,0,0,0,0,0,2016
 Herman Koch,12/07,0,0,0,0,0,2016
 ELLE,12/07,0,0,0,1,0,2016
 REGGIE WATTS SPATIAL,12/07,0,0,0,1,0,2016
 TOM PAPA: HUMAN MULE,12/09,0,0,0,1,0,2016
 DATELINE,12/09,0,0,0,1,0,2016
 The Undoing Project,12/10,0,0,0,0,0,2016
 Michael Lewis,12/10,0,0,0,0,0,2016
 ARRIVAL,12/10,0,0,0,1,0,2016
 ZABRISKIE POINT,12/10,0,0,0,1,0,2016
 MR. ROBOT (2),12/11,0,0,0,1,0,2016
 THE FOUNDER,12/13,0,0,0,1,0,2016
 FENCES,12/14,0,0,0,1,0,2016
 CATNIP: EGRESS TO OBILIVION,12/15,0,0,0,1,0,2016
 JULIETA,12/15,0,0,0,1,0,2016
 DATELINE,12/16,0,0,0,1,0,2016
 ALL ABOUT EVE,12/16,0,0,0,1,0,2016
 EX MACHINA,12/17,0,0,0,1,0,2016
 “Othello”,12/18,0,0,0,0,1,2016
 William Shakespeare,12/18,0,0,0,0,0,2016
 The Mothers,12/18,0,0,0,0,0,2016
 Brit Bennet,12/18,0,0,0,0,0,2016
 I,12/19,0,0,0,1,0,2016
 DANIEL BLAKE,12/19,0,0,0,1,0,2016
 SORCERER,12/19,0,0,0,1,0,2016
 THE VERDICT,12/20,0,0,0,1,0,2016
 ALL THE PRESIDENT’S MEN,12/20,0,0,0,1,0,2016
 A SERIOUS MAN,12/21,0,0,0,1,0,2016
 THE CONVERSATION,12/22,0,0,0,1,0,2016
 Swing Time,12/23,0,0,0,0,0,2016
 Zadie Smith,12/23,0,0,0,0,0,2016
 ROOM AT THE TOP,12/23,0,0,0,1,0,2016
 THE THICK OF IT,12/23,0,0,0,1,0,2016
 THE GODFATHER,12/24,0,0,0,1,0,2016
 THE THICK OF IT (2),12/24,0,0,0,1,0,2016
 ROGUE ONE: A STAR WARS STORY,12/25,0,0,0,1,0,2016
 THE GODFATHER PART II,12/25,0,0,0,1,0,2016
 A SALESMAN,12/26,0,0,0,1,0,2016
 APOCALYPSE NOW,12/26,0,0,0,1,0,2016
 Secondhand Time,12/27,0,0,0,0,0,2016
 Svetlana Alexievich,12/27,0,0,0,0,0,2016
 THE THICK OF IT (4),12/27,0,0,0,1,0,2016
 COME AND SEE,12/28,0,0,0,1,0,2016
 ATLANTA (2),12/28,0,0,0,1,0,2016
 M Train,12/28,0,0,0,0,0,2016
 Patti Smith,12/28,0,0,0,0,0,2016
 BATTLES WITHOUT HONOR AND HUMANITY,12/29,0,0,0,1,0,2016
 Back,12/30,0,0,0,0,0,2016
 Henry Green,12/30,0,0,0,0,0,2016
 JAWS,12/30,0,0,0,1,0,2016
 THX 1138 (’71 version),12/30,0,0,0,0,0,2016
 “The Mousetrap”,12/31,0,0,0,0,1,2016
 Agatha Christie,12/31,0,0,0,0,0,2016
 GOSFORD PARK,12/31,0,0,0,1,0,2016
 PASSENGERS,01/01,0,0,0,1,0,2017
 The,01/02,0,0,0,0,0,2017
 THE THICK OF IT (5),01/03,0,0,0,1,0,2017
 CARNAL,01/04,0,0,0,1,0,2017
 THE THICK OF IT (2),01/05,0,0,0,1,0,2017
 DARLING,01/13,0,0,0,1,0,2017
 DOG,01/14,0,0,0,1,0,2017
 THE,01/15,0,0,0,1,0,2017
 THE,01/18,0,0,0,1,0,2017
 VANITY FAIR CONFIDENTIAL,01/25,0,0,0,1,0,2017
 THE,01/27,0,0,0,1,0,2017
 MOUCHETTE,01/28,0,0,0,1,0,2017
 Bresson,01/29,0,0,0,0,0,2017
 The,01/30,0,0,0,0,0,2017
 THE BEST OF AUTOPSY,02/01,0,0,0,1,0,2017
 I,02/02,0,0,0,1,0,2017
 BECOMING,02/03,0,0,0,1,0,2017
 SPLIT,02/04,0,0,0,1,0,2017
 THE,02/05,0,0,0,1,0,2017
 VANITY FAIR CONFIDENTIAL,02/06,0,0,0,1,0,2017
 THE TRAP (Part 1),02/07,0,0,0,0,0,2017
 FIVE,02/08,0,0,0,1,0,2017
 BILLIONS,02/10,0,0,0,1,0,2017
 DATELINE,02/10,0,0,0,1,0,2017
 THE TRAP (Parts 2 &amp; 3),02/11,0,0,0,0,0,2017
 THE IMMORTAL STORY,02/11,0,0,0,1,0,2017
 KING &amp; COUNTRY,02/11,0,0,0,0,0,2017
 FIFTY SHADES DARKER,02/11,0,0,0,1,0,2017
 DATELINE: SATURDAY,02/11,0,0,0,1,0,2017
 “Jitney”,02/12,0,0,0,0,1,2017
 August Wilson,02/12,0,0,0,0,0,2017
 GIRLS,02/12,0,0,0,1,0,2017
 VANITY FAIR CONFIDENTIAL,02/13,0,0,0,1,0,2017
 THE,02/14,0,0,0,1,0,2017
 THE THICK OF IT,02/15,0,0,0,1,0,2017
 LIFE,02/16,0,0,0,1,0,2017
 HYPERNATIONALIZATION,02/17,0,0,0,1,0,2017
 MON,02/18,0,0,0,1,0,2017
 48 HRS,02/19,0,0,0,1,0,2017
 GIRLS,02/19,0,0,0,1,0,2017
 MURIEL,02/19,0,0,0,1,0,2017
 OR THE TIME OF RETURN,02/19,0,0,0,1,0,2017
 VANITY FAIR CONFIDENTIAL,02/20,0,0,0,1,0,2017
 THE THICK OF,02/20,0,0,0,1,0,2017
 INTERIORS,02/21,0,0,0,1,0,2017
 NIGHT,02/22,0,0,0,1,0,2017
 DATELINE,02/24,0,0,0,1,0,2017
 DICKS,02/25,0,0,1,1,0,2017
 GET,02/26,0,0,0,1,0,2017
 VANITY FAIR CONFIDENTIAL,02/27,0,0,0,1,0,2017
 BILLIONS,02/27,0,0,0,1,0,2017
 LOGAN,03/04,0,0,0,1,0,2017
 Affections,03/09,0,0,0,0,0,2017
 Outline,03/10,0,0,0,0,0,2017
 GIRLS,03/11,0,0,0,1,0,2017
 DATELINE,03/11,0,0,0,1,0,2017
 THE LOVE WITCH,03/11,0,0,0,1,0,2017
 LOGAN LUCKY,03/11,0,0,0,1,0,2017
 LOGAN,03/12,0,0,0,1,0,2017
 THE AMERICANS (2),03/14,0,0,0,1,0,2017
 LOGAN,03/15,0,0,0,1,0,2017
 GOLOVKIN VS JACOBS,03/18,0,0,0,1,0,2017
 “The Present”,03/19,0,0,0,0,1,2017
 Anton Chekov/Andrew,03/19,0,0,0,0,0,2017
 THE CROWN (2),03/20,0,0,0,1,0,2017
 THE AMERICANS,03/21,0,0,0,1,0,2017
 DAVE CHAPPELLE: THE AGE OF SPIN,03/22,0,0,0,1,0,2017
 GIRLS,03/26,0,0,0,1,0,2017
 BILLIONS,03/26,0,0,0,1,0,2017
 RAIDERS,03/27,0,0,0,1,0,2017
 DATELINE,03/31,0,0,0,1,0,2017
 A,04/01,0,0,0,1,0,2017
 GIRLS,04/02,0,0,0,1,0,2017
 LOUIS C.K. 2017,04/04,0,0,0,1,0,2017
 THE AMERCIANS (2),04/04,0,0,0,1,0,2017
 MIKEY,04/05,0,0,0,1,0,2017
 PREVENGE,04/06,0,0,0,1,0,2017
 TRAINSPOTTING,04/07,0,0,0,1,0,2017
 THE,04/08,0,0,0,1,0,2017
 BILLIONS,04/10,0,0,0,1,0,2017
 BETTER CALL SAUL,04/10,0,0,0,1,0,2017
 THE AMERICANS,04/11,0,0,0,1,0,2017
 REPULSION,04/11,0,0,0,1,0,2017
 RYAN’S,04/13,0,0,0,1,0,2017
 DATELINE,04/14,0,0,0,1,0,2017
 On,04/15,0,0,0,0,0,2017
 GIRLS,04/16,0,0,0,1,0,2017
 VEEP,04/16,0,0,0,1,0,2017
 THE AMERICANS,04/17,0,0,0,1,0,2017
 KILLING RICHARD GLOSSIP,04/17,0,0,0,1,0,2017
 HIGH,04/18,0,0,0,1,0,2017
 ONE,04/20,0,0,0,1,0,2017
 I,04/21,0,0,0,1,0,2017
 …BUT,04/22,0,0,0,1,0,2017
 BETTER CALL SAUL,04/25,0,0,0,1,0,2017
 THE AMERICANS,04/25,0,0,0,1,0,2017
 LOGAN,04/26,0,0,0,1,0,2017
 THE,04/27,0,0,0,1,0,2017
 STANLEY KUBRICK INTERVIEW WITH JEREMY,04/29,0,0,0,1,0,2017
 OCEAN’S,04/30,0,0,0,1,0,2017
 E! NEWS LIVE AT THE RED CARPET MET,05/01,0,0,0,1,0,2017
 THE AMERICANS,05/02,0,0,0,1,0,2017
 WHITE HORSE (6),05/05,0,0,0,1,0,2017
 SWIMMING TO CAMBODIA,05/05,0,0,0,1,0,2017
 DON’T,05/06,0,0,0,1,0,2017
 All,05/07,0,0,0,0,0,2017
 SILICON VALLEY,05/08,0,0,0,1,0,2017
 BILLIONS,05/08,0,0,0,1,0,2017
 BETTER CALL,05/08,0,0,0,1,0,2017
 THE AMERICANS,05/09,0,0,0,1,0,2017
 BASKETS (2),05/11,0,0,0,1,0,2017
 THE SAND PEBBLES,05/11,0,0,0,1,0,2017
 THE,05/12,0,0,0,1,0,2017
 ALL,05/13,0,0,0,1,0,2017
 Homesick,05/14,0,0,0,0,0,2017
 BETTER CALL SAUL,05/15,0,0,0,1,0,2017
 THE AMERICANS,05/16,0,0,0,1,0,2017
 I,05/17,0,0,0,1,0,2017
 MOMMY DEAD AND DEAREST,05/18,0,0,0,1,0,2017
 THE KEEPERS (2),05/19,0,0,0,1,0,2017
 THE KEEPERS (5),05/20,0,0,0,1,0,2017
 ALIEN:,05/21,0,0,0,1,0,2017
 Moonglow,05/22,0,0,0,0,0,2017
 THE AMERICANS,05/23,0,0,0,1,0,2017
 SHEITAN,05/23,0,0,0,1,0,2017
 SUNSET,05/26,0,0,0,1,0,2017
 Men,05/29,0,0,0,0,0,2017
 THE AMERICANS,05/30,0,0,0,1,0,2017
 THE,05/31,0,0,0,1,0,2017
 Begin principal photography on UNSANE,06/01,0,0,0,0,0,2017
 A,06/03,0,0,0,1,0,2017
 SILICON VALLEY,06/04,0,0,0,1,0,2017
 TWIN PEAKS,06/04,0,0,0,1,0,2017
 BETTER CALL SAUL,06/10,0,0,0,1,0,2017
 TWIN PEAKS,06/11,0,0,0,1,0,2017
 SILICON VALLEY,06/11,0,0,0,1,0,2017
 UNSANE,06/15,0,0,0,1,0,2017
 UNSANE,06/16,0,0,0,1,0,2017
 RISK,06/17,0,0,0,1,0,2017
 SILICON VALLEY,06/18,0,0,0,1,0,2017
 VEEP,06/18,0,0,0,1,0,2017
 TWIN PEAKS,06/18,0,0,0,1,0,2017
 ATLANTA,06/10,0,0,0,1,0,2017
 BARRY LYNDON,06/10,0,0,0,1,0,2017
 Masters,06/20,0,0,0,0,0,2017
 SEXY,06/21,0,0,0,1,0,2017
 THE,06/22,0,0,0,1,0,2017
 Loving,06/23,0,0,0,0,0,2017
 Henry Green,06/23,0,0,0,0,0,2017
 GATTACA,06/23,0,0,0,1,0,2017
 How,06/24,0,0,0,0,0,2017
 TWIN PEAKS,06/25,0,0,0,1,0,2017
 SILICON VALLEY,06/25,0,0,0,1,0,2017
 VEEP,06/25,0,0,0,1,0,2017
 TWIN PEAKS (episode 8 again—wow!),06/26,0,0,0,0,0,2017
 THE,06/27,0,0,0,1,0,2017
 T2,06/28,0,0,0,1,0,2017
 OCEAN’S,07/07,0,0,0,1,0,2017
 Home,07/08,0,0,0,0,0,2017
 Who,07/09,0,0,0,0,0,2017
 DR.,07/10,0,0,0,1,0,2017
 A,07/11,0,0,0,1,0,2017
 SONG,07/12,0,0,0,1,0,2017
 ROAR: THE MOST DANGEROUS MOVIE EVER,07/14,0,0,0,1,0,2017
 LURED,07/15,0,0,0,1,0,2017
 TWIN PEAKS,01/17,0,0,0,1,0,2017
 BULLITT,07/21,0,0,0,1,0,2017
 THE,07/22,0,0,0,1,0,2017
 TWIN PEAKS,07/24,0,0,0,1,0,2017
 VICE: A WORLD IN DISARRAY,07/25,0,0,0,1,0,2017
 L’ECLISSE,07/26,0,0,0,1,0,2017
 O.G.,07/29,0,0,0,1,0,2017
 Golden,07/31,0,0,0,0,0,2017
 THEY,08/01,0,0,0,1,0,2017
 IN,08/03,0,0,0,1,0,2017
 UNSANE,08/04,0,0,0,1,0,2017
 ICARUS,08/05,0,0,0,1,0,2017
 DUNKIRK,08/06,0,0,0,1,0,2017
 PERFECT,08/07,0,0,0,1,0,2017
 THE,08/08,0,0,0,1,0,2017
 FUCKKKYOUUU,08/11,0,0,1,1,0,2017
 GLOW (2),08/12,0,0,0,1,0,2017
 W1A,08/12,0,0,0,1,0,2017
 48 HRS MYSTERY,08/12,0,0,0,1,0,2017
 THE KILLING (’56),08/12,0,0,0,1,0,2017
 GOOD,08/13,0,0,0,1,0,2017
 I,08/15,0,0,0,1,0,2017
 TWIN PEAKS,08/16,0,0,0,1,0,2017
 TWIN PEAKS,08/17,0,0,0,1,0,2017
 The,08/19,0,0,0,0,0,2017
 The,08/23,0,0,0,0,0,2017
 Conversations,08/24,0,0,0,0,0,2017
 BEATRIZ,08/26,0,0,0,1,0,2017
 Richard,08/28,0,0,0,0,0,2017
 Runnin’,08/29,0,0,0,0,0,2017
 mother!,08/30,0,0,0,0,0,2017
 TWIN PEAKS,09/02,0,0,0,1,0,2017
 The GFE Novelization,09/02,0,0,0,0,0,2017
 Allison Leotta,09/02,0,0,0,0,0,2017
 W1A (2),09/02,0,0,0,1,0,2017
 DELIVERANCE,09/02,0,0,0,1,0,2017
 Evolving,09/04,0,0,0,0,0,2017
 ALL THE PRESIDENT’S MEN REVISITED,09/05,0,0,0,1,0,2017
 THE THICK OF IT,09/07,0,0,0,1,0,2017
 THE THICK OF IT,09/08,0,0,0,1,0,2017
 THE THICK OF IT,09/10,0,0,0,1,0,2017
 “By The Way,09/11,0,0,0,0,0,2017
 Meet Vera Stark”,09/11,0,0,0,0,0,2017
 Lynn,09/11,0,0,0,0,0,2017
 APPLE SPECIAL EVENT (STREAMED),09/12,0,0,0,1,0,2017
 THE,09/12,0,0,0,1,0,2017
 DATELINE,09/15,0,0,0,1,0,2017
 TWIN PEAKS,09/16,0,0,0,1,0,2017
 GOLOVKIN VS ALVAREZ,09/16,0,0,0,1,0,2017
 Ties,09/16,0,0,0,0,0,2017
 Domenico Starnone,09/16,0,0,0,0,0,2017
 TWIN PEAKS,09/17,0,0,0,1,0,2017
 THE 69TH EMMY AWARDS,09/17,0,0,0,1,0,2017
 HOUSE,09/18,0,0,0,1,0,2017
 THE VIETNAM WAR,09/19,0,0,0,1,0,2017
 Fantasyland,09/21,0,0,0,0,0,2017
 TRANSPARENT (2),09/22,0,0,0,1,0,2017
 DATELINE,09/22,0,0,0,1,0,2017
 TRANSPARENT (6),09/23,0,0,0,1,0,2017
 THE VIETNAM WAR,09/23,0,0,0,1,0,2017
 THE VIETNAM WAR (2),09/24,0,0,0,1,0,2017
 The,09/26,0,0,0,0,0,2017
 Six,09/29,0,0,0,0,0,2017
 Transit,09/30,0,0,0,0,0,2017
 Aftermath,10/01,0,0,0,0,0,2017
 LONG,10/04,0,0,0,1,0,2017
 SPIELBERG,10/07,0,0,0,1,0,2017
 CURB YOUR ENTHUSIASM,10/08,0,0,0,1,0,2017
 W1A (2),10/13,0,0,0,1,0,2017
 DATELINE,10/13,0,0,0,1,0,2017
 We Were Eight Years in Power,10/13,0,0,0,0,0,2017
 Ta-Nehisi Coates,10/13,0,0,0,0,0,2017
 W1A (2),10/15,0,0,0,1,0,2017
 CURB YOUR ENTHUSIASM,10/15,0,0,0,1,0,2017
 DAVE,10/15,0,0,0,1,0,2017
 W1A,10/17,0,0,0,1,0,2017
 OCEAN’S EIGHT,10/17,0,0,0,1,0,2017
 OCEAN’S,10/18,0,0,0,1,0,2017
 OCEAN’S,10/19,0,0,0,1,0,2017
 DATELINE,10/20,0,0,0,1,0,2017
 48 HRS,10/21,0,0,0,1,0,2017
 MAD MAX: FURY ROAD,10/21,0,0,0,1,0,2017
 HIS GIRL,10/21,0,0,0,1,0,2017
 IZUMI,10/22,0,0,0,1,0,2017
 W1A,10/23,0,0,0,1,0,2017
 MINDHUNTER (2),10/23,0,0,0,1,0,2017
 Secrecy,10/25,0,0,0,0,0,2017
 “M. Butterfly”,10/26,0,0,0,0,1,2017
 David Henry Hwang,10/26,0,0,0,0,0,2017
 TRACEY ULLMAN’S SHOW (2),10/27,0,0,0,1,0,2017
 THE,10/29,0,0,0,1,0,2017
 Kill,11/03,0,0,0,0,0,2017
 DATELINE,11/04,0,0,0,1,0,2017
 JOAN DIDION: THE CENTER WILL NOT HOLD,11/04,0,0,0,1,0,2017
 MINDHUNTER (2),11/04,0,0,0,1,0,2017
 Classic,11/09,0,0,0,0,0,2017
 THE VIETNAM WAR (2),11/10,0,0,0,1,0,2017
 AIRPORT,11/11,0,0,0,1,0,2017
 DATELINE,11/12,0,0,0,1,0,2017
 DATELINE ON ID,11/12,0,0,0,1,0,2017
 MIRAGE,11/12,0,0,0,1,0,2017
 AIRPORT ’77,11/12,0,0,0,1,0,2017
 CURB YOUR ENTHUSIASM,11/12,0,0,0,1,0,2017
 SLAUGHTER-HOUSE,11/13,0,0,0,1,0,2017
 MINDHUNTER (2),11/14,0,0,0,1,0,2017
 THE,11/15,0,0,0,1,0,2017
 “The Play That Goes Wrong,11/18,0,0,0,0,0,2017
” Henry,11/18,0,0,0,0,0,2017
 CURB YOUR ENTHUSIASM,11/19,0,0,0,1,0,2017
 TRACEY ULLMAN’S,11/19,0,0,0,1,0,2017
 BATTLE,11/21,0,0,0,1,0,2017
 THE,11/22,0,0,0,1,0,2017
 Subliminal:,11/23,0,0,0,0,0,2017
 Fresh,11/24,0,0,0,0,0,2017
 TRACEY ULLMAN’S SHOW,11/25,0,0,0,1,0,2017
 SOAPDISH,11/25,0,0,0,1,0,2017
 48 HRS,11/25,0,0,0,1,0,2017
 MINDHUNTER (2),11/26,0,0,0,1,0,2017
 A,11/29,0,0,0,1,0,2017
 SMILF,12/02,0,0,0,1,0,2017
 Beasts: What Animals Can Teach Us About the Origins of Good and Evil,12/02,0,0,0,0,0,2017
 Jeffrey,12/02,0,0,0,0,0,2017
 SMILF (2),12/03,0,0,0,1,0,2017
 CURB YOUR ENTHUSIASM,12/03,0,0,0,1,0,2017
 ZODIAC,12/03,0,0,0,1,0,2017
 SMILF (2),12/04,0,0,0,1,0,2017
 DOWNSIZING,12/04,0,0,0,1,0,2017
 ROMAN,12/06,0,0,0,1,0,2017
 JOHN,12/07,0,0,0,1,0,2017
 TOKYO,12/09,0,0,0,1,0,2017
 The,12/10,0,0,0,0,0,2017
 THE,12/12,0,0,0,1,0,2017
 CALL,12/13,0,0,0,1,0,2017
 REAR,12/14,0,0,0,1,0,2017
 WORMWOOD (6),12/15,0,0,0,1,0,2017
 If,12/16,0,0,0,0,0,2017
 Sleep,12/17,0,0,0,0,0,2017
 BEATS,12/18,0,0,0,1,0,2017
 PHANTOM,12/19,0,0,0,1,0,2017
 STAR,12/20,0,0,0,1,0,2017
 HAPPY,12/21,0,0,0,1,0,2017
 GOD IS THE BIGGER ELVIS,12/22,0,0,0,1,0,2017
 DATELINE,12/22,0,0,0,1,0,2017
 BEYOND ZERO: 1914-1918,12/22,0,0,0,1,0,2017
 HEAT,12/23,0,0,0,1,0,2017
 MISSION:,12/24,0,0,0,1,0,2017
 The,12/25,0,0,0,0,0,2017
 Death,12/27,0,0,0,0,0,2017
 THE,12/28,0,0,0,1,0,2017
 The,12/29,0,0,0,0,0,2017
 BLACK MIRROR (2),12/30,0,0,0,1,0,2017
 DAVE CHAPPELLE: EQUANIMITY,12/31,0,0,0,1,0,2017
 THE PARALLAX VIEW ,12/31,0,0,0,1,0,2017
 ELECTRIC BOOGALOO:,01/01,0,0,0,1,0,2019
 CIVILIZATIONS,01/02,0,0,0,1,0,2019
 EIGHT HOURS DON’T MAKE A DAY (2),01/02,0,0,0,1,0,2019
 LEAVE NO TRACE,01/02,0,0,0,1,0,2019
 CIVILIZATIONS,01/03,0,0,0,1,0,2019
 CIVILIZATIONS,01/04,0,0,0,1,0,2019
 Moonwalking with,01/05,0,0,0,0,0,2019
 SURVIVING R. KELLY (5),01/06,0,0,0,1,0,2019
 SURVIVING R. KELLY,01/07,0,0,0,1,0,2019
 BELOW DECK,01/08,0,0,0,1,0,2019
 LOVE DEATH + ROBOTS: THE DUMP,01/08,0,0,0,1,0,2019
 LD+R: SUITS,01/08,0,0,0,1,0,2019
 THE MURDER OF MARY,01/09,0,0,0,1,0,2019
 MONSTERS AND MEN,01/10,0,0,0,1,0,2019
 THE INNOCENT MAN (2),01/11,0,0,0,1,0,2019
 GILDA,01/13,0,0,0,1,0,2019
 BLACK,01/13,0,0,0,1,0,2019
 NIGHT MOVES,01/14,0,0,0,1,0,2019
 FOREVER,01/15,0,0,0,1,0,2019
 BELOW DECK,01/15,0,0,0,1,0,2019
